"","Sex","Race","Age","CRF","BMI","Risk","Range_upper","Range_lower"
"2233","Male","Hispanic",50,6,30,16,0,0
"2234","Male","Hispanic",50,0,35,1.2,0,0
"2235","Male","Hispanic",50,1,35,1.9,1.3,2.6
"2236","Male","Hispanic",50,2,35,2.9,1.5,5.2
"2237","Male","Hispanic",50,3,35,4.4,2,8.2
"2238","Male","Hispanic",50,4,35,6.5,3.3,11
"2239","Male","Hispanic",50,5,35,9.4,6.4,13
"2240","Male","Hispanic",50,6,35,14,0,0
"2241","Male","Hispanic",50,0,40,1.1,0,0
"2242","Male","Hispanic",50,1,40,1.7,1.1,2.3
"2243","Male","Hispanic",50,2,40,2.5,1.3,4.5
"2244","Male","Hispanic",50,3,40,3.8,1.8,7.2
"2245","Male","Hispanic",50,4,40,5.6,2.9,9.5
"2246","Male","Hispanic",50,5,40,8.2,5.6,11
"2247","Male","Hispanic",50,6,40,12,0,0
"2248","Male","Hispanic",50,0,45,0.9,0,0
"2249","Male","Hispanic",50,1,45,1.5,1,2
"2250","Male","Hispanic",50,2,45,2.2,1.2,4
"2251","Male","Hispanic",50,3,45,3.3,1.6,6.3
"2252","Male","Hispanic",50,4,45,4.9,2.5,8.4
"2253","Male","Hispanic",50,5,45,7.2,4.9,10
"2254","Male","Hispanic",50,6,45,10,0,0
"2255","Male","Hispanic",55,0,15,2.4,0,0
"2256","Male","Hispanic",55,1,15,3.7,2.5,5.2
"2257","Male","Hispanic",55,2,15,5.7,3.1,9.6
"2258","Male","Hispanic",55,3,15,8.7,4.5,15
"2259","Male","Hispanic",55,4,15,13,7.4,20
"2260","Male","Hispanic",55,5,15,19,13,25
"2261","Male","Hispanic",55,6,15,27,0,0
"2262","Male","Hispanic",55,0,20,2.3,0,0
"2263","Male","Hispanic",55,1,20,3.6,2.4,4.9
"2264","Male","Hispanic",55,2,20,5.5,2.9,9.3
"2265","Male","Hispanic",55,3,20,8.2,4.1,14
"2266","Male","Hispanic",55,4,20,12,6.6,19
"2267","Male","Hispanic",55,5,20,18,12,23
"2268","Male","Hispanic",55,6,20,25,0,0
"2269","Male","Hispanic",55,0,25,2.3,0,0
"2270","Male","Hispanic",55,1,25,3.5,2.4,4.7
"2271","Male","Hispanic",55,2,25,5.3,2.9,9.2
"2272","Male","Hispanic",55,3,25,8,3.9,14
"2273","Male","Hispanic",55,4,25,12,6.3,19
"2274","Male","Hispanic",55,5,25,17,12,23
"2275","Male","Hispanic",55,6,25,24,0,0
"2276","Male","Hispanic",55,0,30,2,0,0
"2277","Male","Hispanic",55,1,30,3.1,2.1,4.1
"2278","Male","Hispanic",55,2,30,4.7,2.5,8.1
"2279","Male","Hispanic",55,3,30,6.9,3.4,13
"2280","Male","Hispanic",55,4,30,10,5.4,17
"2281","Male","Hispanic",55,5,30,15,10,20
"2282","Male","Hispanic",55,6,30,21,0,0
"2283","Male","Hispanic",55,0,35,1.7,0,0
"2284","Male","Hispanic",55,1,35,2.7,1.8,3.6
"2285","Male","Hispanic",55,2,35,4.1,2.2,7.1
"2286","Male","Hispanic",55,3,35,6.1,2.9,11
"2287","Male","Hispanic",55,4,35,8.9,4.7,15
"2288","Male","Hispanic",55,5,35,13,9,17
"2289","Male","Hispanic",55,6,35,18,0,0
"2290","Male","Hispanic",55,0,40,1.5,0,0
"2291","Male","Hispanic",55,1,40,2.3,1.6,3.1
"2292","Male","Hispanic",55,2,40,3.5,1.9,6.2
"2293","Male","Hispanic",55,3,40,5.3,2.5,9.7
"2294","Male","Hispanic",55,4,40,7.7,4,13
"2295","Male","Hispanic",55,5,40,11,7.8,15
"2296","Male","Hispanic",55,6,40,16,0,0
"2297","Male","Hispanic",55,0,45,1.3,0,0
"2298","Male","Hispanic",55,1,45,2,1.4,2.7
"2299","Male","Hispanic",55,2,45,3.1,1.6,5.5
"2300","Male","Hispanic",55,3,45,4.6,2.2,8.5
"2301","Male","Hispanic",55,4,45,6.8,3.5,11
"2302","Male","Hispanic",55,5,45,9.7,6.8,13
"2303","Male","Hispanic",55,6,45,14,0,0
"2304","Male","Hispanic",60,0,15,3,0,0
"2305","Male","Hispanic",60,1,15,4.6,3.2,6.4
"2306","Male","Hispanic",60,2,15,7.1,4.1,11
"2307","Male","Hispanic",60,3,15,11,6,17
"2308","Male","Hispanic",60,4,15,16,9.7,24
"2309","Male","Hispanic",60,5,15,23,16,30
"2310","Male","Hispanic",60,6,15,32,0,0
"2311","Male","Hispanic",60,0,20,2.8,0,0
"2312","Male","Hispanic",60,1,20,4.4,3,5.9
"2313","Male","Hispanic",60,2,20,6.7,3.7,11
"2314","Male","Hispanic",60,3,20,9.9,5.3,17
"2315","Male","Hispanic",60,4,20,15,8.5,23
"2316","Male","Hispanic",60,5,20,21,15,28
"2317","Male","Hispanic",60,6,20,29,0,0
"2318","Male","Hispanic",60,0,25,2.8,0,0
"2319","Male","Hispanic",60,1,25,4.3,2.9,5.6
"2320","Male","Hispanic",60,2,25,6.4,3.5,11
"2321","Male","Hispanic",60,3,25,9.5,4.9,17
"2322","Male","Hispanic",60,4,25,14,7.9,22
"2323","Male","Hispanic",60,5,25,20,14,26
"2324","Male","Hispanic",60,6,25,28,0,0
"2325","Male","Hispanic",60,0,30,2.4,0,0
"2326","Male","Hispanic",60,1,30,3.7,2.5,4.9
"2327","Male","Hispanic",60,2,30,5.6,3.1,9.5
"2328","Male","Hispanic",60,3,30,8.3,4.2,15
"2329","Male","Hispanic",60,4,30,12,6.7,19
"2330","Male","Hispanic",60,5,30,17,12,23
"2331","Male","Hispanic",60,6,30,24,0,0
"2332","Male","Hispanic",60,0,35,2.1,0,0
"2333","Male","Hispanic",60,1,35,3.2,2.2,4.3
"2334","Male","Hispanic",60,2,35,4.9,2.6,8.3
"2335","Male","Hispanic",60,3,35,7.2,3.6,13
"2336","Male","Hispanic",60,4,35,10,5.8,17
"2337","Male","Hispanic",60,5,35,15,11,20
"2338","Male","Hispanic",60,6,35,21,0,0
"2339","Male","Hispanic",60,0,40,1.8,0,0
"2340","Male","Hispanic",60,1,40,2.8,1.9,3.7
"2341","Male","Hispanic",60,2,40,4.2,2.3,7.3
"2342","Male","Hispanic",60,3,40,6.3,3.1,11
"2343","Male","Hispanic",60,4,40,9.1,5,15
"2344","Male","Hispanic",60,5,40,13,9.4,18
"2345","Male","Hispanic",60,6,40,18,0,0
"2346","Male","Hispanic",60,0,45,1.6,0,0
"2347","Male","Hispanic",60,1,45,2.4,1.6,3.2
"2348","Male","Hispanic",60,2,45,3.7,2,6.4
"2349","Male","Hispanic",60,3,45,5.4,2.7,9.8
"2350","Male","Hispanic",60,4,45,7.9,4.3,13
"2351","Male","Hispanic",60,5,45,11,8.1,16
"2352","Male","Hispanic",60,6,45,16,0,0
"2353","Male","Hispanic",65,0,15,3.4,0,0
"2354","Male","Hispanic",65,1,15,5.3,3.8,7.1
"2355","Male","Hispanic",65,2,15,8.1,5,12
"2356","Male","Hispanic",65,3,15,12,7.5,18
"2357","Male","Hispanic",65,4,15,18,12,25
"2358","Male","Hispanic",65,5,15,25,18,32
"2359","Male","Hispanic",65,6,15,34,0,0
"2360","Male","Hispanic",65,0,20,3.2,0,0
"2361","Male","Hispanic",65,1,20,4.9,3.4,6.5
"2362","Male","Hispanic",65,2,20,7.5,4.4,12
"2363","Male","Hispanic",65,3,20,11,6.4,18
"2364","Male","Hispanic",65,4,20,16,10,24
"2365","Male","Hispanic",65,5,20,23,17,30
"2366","Male","Hispanic",65,6,20,32,0,0
"2367","Male","Hispanic",65,0,25,3.1,0,0
"2368","Male","Hispanic",65,1,25,4.7,3.3,6.1
"2369","Male","Hispanic",65,2,25,7.1,4.1,12
"2370","Male","Hispanic",65,3,25,10,5.7,18
"2371","Male","Hispanic",65,4,25,15,9.2,24
"2372","Male","Hispanic",65,5,25,21,16,28
"2373","Male","Hispanic",65,6,25,30,0,0
"2374","Male","Hispanic",65,0,30,2.7,0,0
"2375","Male","Hispanic",65,1,30,4.1,2.8,5.3
"2376","Male","Hispanic",65,2,30,6.1,3.5,10
"2377","Male","Hispanic",65,3,30,9,4.9,15
"2378","Male","Hispanic",65,4,30,13,7.8,21
"2379","Male","Hispanic",65,5,30,19,14,25
"2380","Male","Hispanic",65,6,30,26,0,0
"2381","Male","Hispanic",65,0,35,2.3,0,0
"2382","Male","Hispanic",65,1,35,3.5,2.4,4.6
"2383","Male","Hispanic",65,2,35,5.3,3,8.8
"2384","Male","Hispanic",65,3,35,7.8,4.1,13
"2385","Male","Hispanic",65,4,35,11,6.6,18
"2386","Male","Hispanic",65,5,35,16,12,21
"2387","Male","Hispanic",65,6,35,22,0,0
"2388","Male","Hispanic",65,0,40,2,0,0
"2389","Male","Hispanic",65,1,40,3,2.1,4
"2390","Male","Hispanic",65,2,40,4.6,2.5,7.6
"2391","Male","Hispanic",65,3,40,6.7,3.5,12
"2392","Male","Hispanic",65,4,40,9.7,5.6,16
"2393","Male","Hispanic",65,5,40,14,10,19
"2394","Male","Hispanic",65,6,40,19,0,0
"2395","Male","Hispanic",65,0,45,1.7,0,0
"2396","Male","Hispanic",65,1,45,2.6,1.8,3.5
"2397","Male","Hispanic",65,2,45,3.9,2.2,6.7
"2398","Male","Hispanic",65,3,45,5.8,3,10
"2399","Male","Hispanic",65,4,45,8.4,4.7,14
"2400","Male","Hispanic",65,5,45,12,8.7,16
"2401","Male","Hispanic",65,6,45,17,0,0
"2402","Male","Hispanic",70,0,15,4.3,0,0
"2403","Male","Hispanic",70,1,15,6.5,4.7,8.3
"2404","Male","Hispanic",70,2,15,10,6.4,14
"2405","Male","Hispanic",70,3,15,15,9.7,22
"2406","Male","Hispanic",70,4,15,22,15,31
"2407","Male","Hispanic",70,5,15,32,26,40
"2408","Male","Hispanic",70,6,15,43,0,0
"2409","Male","Hispanic",70,0,20,3.8,0,0
"2410","Male","Hispanic",70,1,20,5.8,4.2,7.4
"2411","Male","Hispanic",70,2,20,8.7,5.5,12
"2412","Male","Hispanic",70,3,20,13,8.4,19
"2413","Male","Hispanic",70,4,20,19,13,28
"2414","Male","Hispanic",70,5,20,28,23,35
"2415","Male","Hispanic",70,6,20,39,0,0
"2416","Male","Hispanic",70,0,25,3.6,0,0
"2417","Male","Hispanic",70,1,25,5.3,3.8,6.8
"2418","Male","Hispanic",70,2,25,7.8,4.9,11
"2419","Male","Hispanic",70,3,25,11,7.1,17
"2420","Male","Hispanic",70,4,25,17,11,24
"2421","Male","Hispanic",70,5,25,24,19,31
"2422","Male","Hispanic",70,6,25,34,0,0
"2423","Male","Hispanic",70,0,30,3.1,0,0
"2424","Male","Hispanic",70,1,30,4.5,3.2,5.8
"2425","Male","Hispanic",70,2,30,6.6,4.1,9.3
"2426","Male","Hispanic",70,3,30,9.6,6,15
"2427","Male","Hispanic",70,4,30,14,9.5,21
"2428","Male","Hispanic",70,5,30,20,16,26
"2429","Male","Hispanic",70,6,30,29,0,0
"2430","Male","Hispanic",70,0,35,2.6,0,0
"2431","Male","Hispanic",70,1,35,3.8,2.7,5
"2432","Male","Hispanic",70,2,35,5.6,3.5,7.9
"2433","Male","Hispanic",70,3,35,8.1,5,12
"2434","Male","Hispanic",70,4,35,12,7.9,18
"2435","Male","Hispanic",70,5,35,17,13,22
"2436","Male","Hispanic",70,6,35,24,0,0
"2437","Male","Hispanic",70,0,40,2.2,0,0
"2438","Male","Hispanic",70,1,40,3.2,2.3,4.3
"2439","Male","Hispanic",70,2,40,4.7,2.9,6.8
"2440","Male","Hispanic",70,3,40,6.8,4.2,10
"2441","Male","Hispanic",70,4,40,9.9,6.5,15
"2442","Male","Hispanic",70,5,40,14,11,19
"2443","Male","Hispanic",70,6,40,21,0,0
"2444","Male","Hispanic",70,0,45,1.9,0,0
"2445","Male","Hispanic",70,1,45,2.8,2,3.7
"2446","Male","Hispanic",70,2,45,4,2.5,5.8
"2447","Male","Hispanic",70,3,45,5.8,3.5,8.9
"2448","Male","Hispanic",70,4,45,8.3,5.5,13
"2449","Male","Hispanic",70,5,45,12,9.1,16
"2450","Male","Hispanic",70,6,45,17,0,0
"2451","Male","Hispanic",75,0,15,5.7,0,0
"2452","Male","Hispanic",75,1,15,9.3,6.4,14
"2453","Male","Hispanic",75,2,15,15,9,23
"2454","Male","Hispanic",75,3,15,23,13,35
"2455","Male","Hispanic",75,4,15,33,20,45
"2456","Male","Hispanic",75,5,15,45,31,54
"2457","Male","Hispanic",75,6,15,57,0,0
"2458","Male","Hispanic",75,0,20,5,0,0
"2459","Male","Hispanic",75,1,20,7.8,5.6,11
"2460","Male","Hispanic",75,2,20,12,7.6,19
"2461","Male","Hispanic",75,3,20,19,12,28
"2462","Male","Hispanic",75,4,20,29,18,40
"2463","Male","Hispanic",75,5,20,41,29,51
"2464","Male","Hispanic",75,6,20,54,0,0
"2465","Male","Hispanic",75,0,25,4.4,0,0
"2466","Male","Hispanic",75,1,25,6.7,4.9,8.2
"2467","Male","Hispanic",75,2,25,10,6.4,14
"2468","Male","Hispanic",75,3,25,16,9.7,23
"2469","Male","Hispanic",75,4,25,24,15,34
"2470","Male","Hispanic",75,5,25,35,26,44
"2471","Male","Hispanic",75,6,25,49,0,0
"2472","Male","Hispanic",75,0,30,3.7,0,0
"2473","Male","Hispanic",75,1,30,5.6,4,6.7
"2474","Male","Hispanic",75,2,30,8.5,5.3,12
"2475","Male","Hispanic",75,3,30,13,8,19
"2476","Male","Hispanic",75,4,30,20,13,28
"2477","Male","Hispanic",75,5,30,29,21,37
"2478","Male","Hispanic",75,6,30,42,0,0
"2479","Male","Hispanic",75,0,35,3.1,0,0
"2480","Male","Hispanic",75,1,35,4.6,3.4,5.7
"2481","Male","Hispanic",75,2,35,7,4.4,9.7
"2482","Male","Hispanic",75,3,35,11,6.5,16
"2483","Male","Hispanic",75,4,35,16,10,24
"2484","Male","Hispanic",75,5,35,24,18,31
"2485","Male","Hispanic",75,6,35,35,0,0
"2486","Male","Hispanic",75,0,40,2.6,0,0
"2487","Male","Hispanic",75,1,40,3.9,2.8,4.8
"2488","Male","Hispanic",75,2,40,5.8,3.6,8
"2489","Male","Hispanic",75,3,40,8.7,5.4,13
"2490","Male","Hispanic",75,4,40,13,8.3,19
"2491","Male","Hispanic",75,5,40,20,15,26
"2492","Male","Hispanic",75,6,40,29,0,0
"2493","Male","Hispanic",75,0,45,2.2,0,0
"2494","Male","Hispanic",75,1,45,3.2,2.3,4.1
"2495","Male","Hispanic",75,2,45,4.8,3,6.6
"2496","Male","Hispanic",75,3,45,7.1,4.4,10
"2497","Male","Hispanic",75,4,45,11,6.8,16
"2498","Male","Hispanic",75,5,45,16,12,21
"2499","Male","Hispanic",75,6,45,24,0,0
"2500","Male","Hispanic",80,0,15,8.3,0,0
"2501","Male","Hispanic",80,1,15,13,9.3,21
"2502","Male","Hispanic",80,2,15,20,13,31
"2503","Male","Hispanic",80,3,15,30,18,42
"2504","Male","Hispanic",80,4,15,41,26,52
"2505","Male","Hispanic",80,5,15,52,37,61
"2506","Male","Hispanic",80,6,15,63,0,0
"2507","Male","Hispanic",80,0,20,7.1,0,0
"2508","Male","Hispanic",80,1,20,11,8,16
"2509","Male","Hispanic",80,2,20,17,11,25
"2510","Male","Hispanic",80,3,20,26,16,37
"2511","Male","Hispanic",80,4,20,37,24,48
"2512","Male","Hispanic",80,5,20,49,35,58
"2513","Male","Hispanic",80,6,20,60,0,0
"2514","Male","Hispanic",80,0,25,6.1,0,0
"2515","Male","Hispanic",80,1,25,9.4,6.9,12
"2516","Male","Hispanic",80,2,25,14,9.2,20
"2517","Male","Hispanic",80,3,25,22,14,30
"2518","Male","Hispanic",80,4,25,32,22,43
"2519","Male","Hispanic",80,5,25,44,32,53
"2520","Male","Hispanic",80,6,25,57,0,0
"2521","Male","Hispanic",80,0,30,5.1,0,0
"2522","Male","Hispanic",80,1,30,7.7,5.6,10
"2523","Male","Hispanic",80,2,30,12,7.5,16
"2524","Male","Hispanic",80,3,30,18,11,25
"2525","Male","Hispanic",80,4,30,26,18,36
"2526","Male","Hispanic",80,5,30,37,26,46
"2527","Male","Hispanic",80,6,30,50,0,0
"2528","Male","Hispanic",80,0,35,4.2,0,0
"2529","Male","Hispanic",80,1,35,6.4,4.6,8.1
"2530","Male","Hispanic",80,2,35,9.6,6.1,13
"2531","Male","Hispanic",80,3,35,15,9.3,20
"2532","Male","Hispanic",80,4,35,22,14,30
"2533","Male","Hispanic",80,5,35,31,22,39
"2534","Male","Hispanic",80,6,35,43,0,0
"2535","Male","Hispanic",80,0,40,3.5,0,0
"2536","Male","Hispanic",80,1,40,5.2,3.8,6.6
"2537","Male","Hispanic",80,2,40,7.9,5,11
"2538","Male","Hispanic",80,3,40,12,7.6,17
"2539","Male","Hispanic",80,4,40,18,12,25
"2540","Male","Hispanic",80,5,40,26,18,33
"2541","Male","Hispanic",80,6,40,37,0,0
"2542","Male","Hispanic",80,0,45,2.9,0,0
"2543","Male","Hispanic",80,1,45,4.3,3.1,5.3
"2544","Male","Hispanic",80,2,45,6.4,4.1,8.6
"2545","Male","Hispanic",80,3,45,9.6,6.2,14
"2546","Male","Hispanic",80,4,45,14,9.4,20
"2547","Male","Hispanic",80,5,45,21,15,27
"2548","Male","Hispanic",80,6,45,30,0,0
"2549","Male","Hispanic",85,0,15,10,0,0
"2550","Male","Hispanic",85,1,15,16,12,26
"2551","Male","Hispanic",85,2,15,25,16,38
"2552","Male","Hispanic",85,3,15,36,23,50
"2553","Male","Hispanic",85,4,15,48,32,60
"2554","Male","Hispanic",85,5,15,60,45,68
"2555","Male","Hispanic",85,6,15,69,0,0
"2556","Male","Hispanic",85,0,20,8.5,0,0
"2557","Male","Hispanic",85,1,20,14,9.8,20
"2558","Male","Hispanic",85,2,20,21,14,31
"2559","Male","Hispanic",85,3,20,31,20,44
"2560","Male","Hispanic",85,4,20,44,29,56
"2561","Male","Hispanic",85,5,20,56,41,65
"2562","Male","Hispanic",85,6,20,67,0,0
"2563","Male","Hispanic",85,0,25,7.2,0,0
"2564","Male","Hispanic",85,1,25,11,8.2,15
"2565","Male","Hispanic",85,2,25,17,11,25
"2566","Male","Hispanic",85,3,25,26,17,37
"2567","Male","Hispanic",85,4,25,38,26,50
"2568","Male","Hispanic",85,5,25,51,37,60
"2569","Male","Hispanic",85,6,25,64,0,0
"2570","Male","Hispanic",85,0,30,6,0,0
"2571","Male","Hispanic",85,1,30,9.2,6.7,12
"2572","Male","Hispanic",85,2,30,14,9,20
"2573","Male","Hispanic",85,3,30,21,14,30
"2574","Male","Hispanic",85,4,30,32,21,42
"2575","Male","Hispanic",85,5,30,44,31,53
"2576","Male","Hispanic",85,6,30,58,0,0
"2577","Male","Hispanic",85,0,35,4.9,0,0
"2578","Male","Hispanic",85,1,35,7.5,5.4,10
"2579","Male","Hispanic",85,2,35,12,7.3,16
"2580","Male","Hispanic",85,3,35,18,11,25
"2581","Male","Hispanic",85,4,35,26,17,36
"2582","Male","Hispanic",85,5,35,37,26,46
"2583","Male","Hispanic",85,6,35,50,0,0
"2584","Male","Hispanic",85,0,40,4.1,0,0
"2585","Male","Hispanic",85,1,40,6.1,4.4,8.1
"2586","Male","Hispanic",85,2,40,9.4,5.9,13
"2587","Male","Hispanic",85,3,40,14,9.1,20
"2588","Male","Hispanic",85,4,40,21,14,30
"2589","Male","Hispanic",85,5,40,31,21,39
"2590","Male","Hispanic",85,6,40,43,0,0
"2591","Male","Hispanic",85,0,45,3.4,0,0
"2592","Male","Hispanic",85,1,45,5,3.6,6.5
"2593","Male","Hispanic",85,2,45,7.6,4.8,10
"2594","Male","Hispanic",85,3,45,12,7.3,16
"2595","Male","Hispanic",85,4,45,17,11,25
"2596","Male","Hispanic",85,5,45,26,18,32
"2597","Male","Hispanic",85,6,45,37,0,0
"2598","Male","Hispanic",90,0,15,9.6,0,0
"2599","Male","Hispanic",90,1,15,16,11,25
"2600","Male","Hispanic",90,2,15,24,16,37
"2601","Male","Hispanic",90,3,15,35,22,49
"2602","Male","Hispanic",90,4,15,47,31,59
"2603","Male","Hispanic",90,5,15,59,44,67
"2604","Male","Hispanic",90,6,15,69,0,0
"2605","Male","Hispanic",90,0,20,8,0,0
"2606","Male","Hispanic",90,1,20,13,9.2,20
"2607","Male","Hispanic",90,2,20,20,13,31
"2608","Male","Hispanic",90,3,20,30,19,43
"2609","Male","Hispanic",90,4,20,42,28,55
"2610","Male","Hispanic",90,5,20,55,40,64
"2611","Male","Hispanic",90,6,20,67,0,0
"2612","Male","Hispanic",90,0,25,6.7,0,0
"2613","Male","Hispanic",90,1,25,11,7.6,15
"2614","Male","Hispanic",90,2,25,17,10,24
"2615","Male","Hispanic",90,3,25,25,16,36
"2616","Male","Hispanic",90,4,25,37,24,48
"2617","Male","Hispanic",90,5,25,50,35,59
"2618","Male","Hispanic",90,6,25,63,0,0
"2619","Male","Hispanic",90,0,30,5.5,0,0
"2620","Male","Hispanic",90,1,30,8.6,6.2,12
"2621","Male","Hispanic",90,2,30,13,8.4,19
"2622","Male","Hispanic",90,3,30,21,13,30
"2623","Male","Hispanic",90,4,30,30,20,41
"2624","Male","Hispanic",90,5,30,43,29,52
"2625","Male","Hispanic",90,6,30,56,0,0
"2626","Male","Hispanic",90,0,35,4.5,0,0
"2627","Male","Hispanic",90,1,35,6.9,5,9.7
"2628","Male","Hispanic",90,2,35,11,6.8,16
"2629","Male","Hispanic",90,3,35,17,10,24
"2630","Male","Hispanic",90,4,35,25,16,35
"2631","Male","Hispanic",90,5,35,36,24,45
"2632","Male","Hispanic",90,6,35,49,0,0
"2633","Male","Hispanic",90,0,40,3.7,0,0
"2634","Male","Hispanic",90,1,40,5.6,4,7.7
"2635","Male","Hispanic",90,2,40,8.7,5.4,12
"2636","Male","Hispanic",90,3,40,13,8.3,19
"2637","Male","Hispanic",90,4,40,20,13,29
"2638","Male","Hispanic",90,5,40,30,20,38
"2639","Male","Hispanic",90,6,40,42,0,0
"2640","Male","Hispanic",90,0,45,3,0,0
"2641","Male","Hispanic",90,1,45,4.6,3.2,6.2
"2642","Male","Hispanic",90,2,45,7,4.4,9.9
"2643","Male","Hispanic",90,3,45,11,6.6,16
"2644","Male","Hispanic",90,4,45,16,10,23
"2645","Male","Hispanic",90,5,45,25,16,31
"2646","Male","Hispanic",90,6,45,35,0,0
"2647","Female","Asian",50,0,15,NA,0,0
"2648","Female","Asian",50,1,15,NA,0,0
"2649","Female","Asian",50,2,15,NA,0,0
"2650","Female","Asian",50,3,15,NA,0,0
"2651","Female","Asian",50,4,15,NA,0,0
"2652","Female","Asian",50,5,15,NA,0,0
"2653","Female","Asian",50,6,15,NA,0,0
"2654","Female","Asian",50,0,20,NA,0,0
"2655","Female","Asian",50,1,20,NA,0,0
"2656","Female","Asian",50,2,20,NA,0,0
"2657","Female","Asian",50,3,20,NA,0,0
"2658","Female","Asian",50,4,20,NA,0,0
"2659","Female","Asian",50,5,20,NA,0,0
"2660","Female","Asian",50,6,20,NA,0,0
"2661","Female","Asian",50,0,25,NA,0,0
"2662","Female","Asian",50,1,25,NA,0,0
"2663","Female","Asian",50,2,25,NA,0,0
"2664","Female","Asian",50,3,25,NA,0,0
"2665","Female","Asian",50,4,25,NA,0,0
"2666","Female","Asian",50,5,25,NA,0,0
"2667","Female","Asian",50,6,25,NA,0,0
"2668","Female","Asian",50,0,30,NA,0,0
"2669","Female","Asian",50,1,30,NA,0,0
"2670","Female","Asian",50,2,30,NA,0,0
"2671","Female","Asian",50,3,30,NA,0,0
"2672","Female","Asian",50,4,30,NA,0,0
"2673","Female","Asian",50,5,30,NA,0,0
"2674","Female","Asian",50,6,30,NA,0,0
"2675","Female","Asian",50,0,35,NA,0,0
"2676","Female","Asian",50,1,35,NA,0,0
"2677","Female","Asian",50,2,35,NA,0,0
"2678","Female","Asian",50,3,35,NA,0,0
"2679","Female","Asian",50,4,35,NA,0,0
"2680","Female","Asian",50,5,35,NA,0,0
"2681","Female","Asian",50,6,35,NA,0,0
"2682","Female","Asian",50,0,40,NA,0,0
"2683","Female","Asian",50,1,40,NA,0,0
"2684","Female","Asian",50,2,40,NA,0,0
"2685","Female","Asian",50,3,40,NA,0,0
"2686","Female","Asian",50,4,40,NA,0,0
"2687","Female","Asian",50,5,40,NA,0,0
"2688","Female","Asian",50,6,40,NA,0,0
"2689","Female","Asian",50,0,45,NA,0,0
"2690","Female","Asian",50,1,45,NA,0,0
"2691","Female","Asian",50,2,45,NA,0,0
"2692","Female","Asian",50,3,45,NA,0,0
"2693","Female","Asian",50,4,45,NA,0,0
"2694","Female","Asian",50,5,45,NA,0,0
"2695","Female","Asian",50,6,45,NA,0,0
"2696","Female","Asian",55,0,15,NA,0,0
"2697","Female","Asian",55,1,15,NA,0,0
"2698","Female","Asian",55,2,15,NA,0,0
"2699","Female","Asian",55,3,15,NA,0,0
"2700","Female","Asian",55,4,15,NA,0,0
"2701","Female","Asian",55,5,15,NA,0,0
"2702","Female","Asian",55,6,15,NA,0,0
"2703","Female","Asian",55,0,20,NA,0,0
"2704","Female","Asian",55,1,20,NA,0,0
"2705","Female","Asian",55,2,20,NA,0,0
"2706","Female","Asian",55,3,20,NA,0,0
"2707","Female","Asian",55,4,20,NA,0,0
"2708","Female","Asian",55,5,20,NA,0,0
"2709","Female","Asian",55,6,20,NA,0,0
"2710","Female","Asian",55,0,25,NA,0,0
"2711","Female","Asian",55,1,25,NA,0,0
"2712","Female","Asian",55,2,25,NA,0,0
"2713","Female","Asian",55,3,25,NA,0,0
"2714","Female","Asian",55,4,25,NA,0,0
"2715","Female","Asian",55,5,25,NA,0,0
"2716","Female","Asian",55,6,25,NA,0,0
"2717","Female","Asian",55,0,30,NA,0,0
"2718","Female","Asian",55,1,30,NA,0,0
"2719","Female","Asian",55,2,30,NA,0,0
"2720","Female","Asian",55,3,30,NA,0,0
"2721","Female","Asian",55,4,30,NA,0,0
"2722","Female","Asian",55,5,30,NA,0,0
"2723","Female","Asian",55,6,30,NA,0,0
"2724","Female","Asian",55,0,35,NA,0,0
"2725","Female","Asian",55,1,35,NA,0,0
"2726","Female","Asian",55,2,35,NA,0,0
"2727","Female","Asian",55,3,35,NA,0,0
"2728","Female","Asian",55,4,35,NA,0,0
"2729","Female","Asian",55,5,35,NA,0,0
"2730","Female","Asian",55,6,35,NA,0,0
"2731","Female","Asian",55,0,40,NA,0,0
"2732","Female","Asian",55,1,40,NA,0,0
"2733","Female","Asian",55,2,40,NA,0,0
"2734","Female","Asian",55,3,40,NA,0,0
"2735","Female","Asian",55,4,40,NA,0,0
"2736","Female","Asian",55,5,40,NA,0,0
"2737","Female","Asian",55,6,40,NA,0,0
"2738","Female","Asian",55,0,45,NA,0,0
"2739","Female","Asian",55,1,45,NA,0,0
"2740","Female","Asian",55,2,45,NA,0,0
"2741","Female","Asian",55,3,45,NA,0,0
"2742","Female","Asian",55,4,45,NA,0,0
"2743","Female","Asian",55,5,45,NA,0,0
"2744","Female","Asian",55,6,45,NA,0,0
"2745","Female","Asian",60,0,15,NA,0,0
"2746","Female","Asian",60,1,15,NA,0,0
"2747","Female","Asian",60,2,15,NA,0,0
"2748","Female","Asian",60,3,15,NA,0,0
"2749","Female","Asian",60,4,15,NA,0,0
"2750","Female","Asian",60,5,15,NA,0,0
"2751","Female","Asian",60,6,15,NA,0,0
"2752","Female","Asian",60,0,20,NA,0,0
"2753","Female","Asian",60,1,20,NA,0,0
"2754","Female","Asian",60,2,20,NA,0,0
"2755","Female","Asian",60,3,20,NA,0,0
"2756","Female","Asian",60,4,20,NA,0,0
"2757","Female","Asian",60,5,20,NA,0,0
"2758","Female","Asian",60,6,20,NA,0,0
"2759","Female","Asian",60,0,25,NA,0,0
"2760","Female","Asian",60,1,25,NA,0,0
"2761","Female","Asian",60,2,25,NA,0,0
